Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2023-02-02 09:06:02.009313,Topoľníky Aszód EMEP,*,*,*,*,x,*,*,x,*
2023-02-02 09:06:02.009313,Senica Hviezdoslavova,*,*,x,*,x,x,x,x,x
2023-02-02 09:06:02.009313,Trnava Kollárova,*,*,x,x,*,*,*,*,x
2023-02-02 09:06:02.009313,Sereď Vinárska,*,*,x,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Trenčín Hasičská,*,*,x,*,*,*,*,*,x
2023-02-02 09:06:02.009313,Púchov 1. mája,*,*,x,*,*,*,*,x,x
2023-02-02 09:06:02.009313,Bystričany Rozvodňa SSE,*,*,x,*,x,x,x,x,x
2023-02-02 09:06:02.009313,Handlová Morovianska cesta,*,*,x,*,x,x,x,x,x
2023-02-02 09:06:02.009313,Prievidza Malonecpalská,*,*,*,*,x,*,*,x,x
2023-02-02 09:06:02.009313,Žarnovica Dolná,*,*,x,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Žiar nad Hronom Jilemnického,*,*,x,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Zvolen J. Alexyho,*,*,x,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Banská Bystrica Štefánikovo nábrežie,*,*,x,*,*,*,*,*,x
2023-02-02 09:06:02.009313,Banská Bystrica Zelená,*,*,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Lučenec Gemerská cesta,*,*,*,x,*,*,*,*,x
2023-02-02 09:06:02.009313,Hnúšťa Hlavná,*,*,x,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Jelšava Jesenského,*,*,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Žilina Obežná,*,*,*,x,*,*,*,x,x
2023-02-02 09:06:02.009313,Oščadnica,*,*,*,*,x,*,*,x,x
2023-02-02 09:06:02.009313,Martin Jesenského,*,*,x,x,*,*,*,*,x
2023-02-02 09:06:02.009313,Ružomberok Riadok,*,*,*,*,*,*,*,*,x
2023-02-02 09:06:02.009313,Chopok EMEP,x,x,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Liptovský Mikuláš Školská,*,*,x,*,x,*,*,x,x
2023-02-02 09:06:02.009313,Košice Ďumbierska,x,x,*,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Košice Amurská,*,*,x,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Košice Štefánikova,*,*,x,*,*,*,*,*,x
2023-02-02 09:06:02.009313,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Veľká Ida Letná,*,*,x,x,*,x,x,x,x
2023-02-02 09:06:02.009313,Strážske Mierová,*,*,x,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Trebišov T. G. Masaryka,*,*,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Krompachy SNP,*,*,x,*,*,*,*,*,x
2023-02-02 09:06:02.009313,Poprad Železničná,*,*,x,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Stará Lesná AÚ SAV EMEP,*,*,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Gánovce Meteo. st,x,x,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Prešov Arm. gen. L. Svobodu,*,*,x,x,*,*,*,*,x
2023-02-02 09:06:02.009313,Humenné Nám. slobody,*,*,*,x,x,*,*,x,x
2023-02-02 09:06:02.009313,Starina Vodná nádrž EMEP,x,x,*,x,x,*,*,x,*
2023-02-02 09:06:02.009313,Kolonické sedlo,*,*,x,x,x,x,x,x,x
2023-02-02 09:06:02.009313,Vranov nad Top. M. R. Štefánika,*,*,x,*,x,x,x,x,x
2023-02-02 09:06:02.009313,Bardejov Pod Vinbargom,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Bratislava Kamenné nám.,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Bratislava Trnavské Mýto,*,*,x,x,*,*,*,*,x
2023-02-02 10:06:01.698695,Bratislava Jeséniova,*,*,*,*,x,*,*,x,x
2023-02-02 10:06:01.698695,Bratislava Mamateyova,*,*,*,*,x,*,*,x,x
2023-02-02 10:06:01.698695,Bratislava Púchovská,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Bratislava Padlých hrdinov mobilná AMS,*,*,x,x,*,*,*,x,x
2023-02-02 10:06:01.698695,Rovinka mobilná AMS,*,x,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Pezinok Obrancov mieru,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Rohožník Senická,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Senec Boldocká,*,*,*,x,*,*,*,x,x
2023-02-02 10:06:01.698695,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Nitra Štúrova,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Komárno Vnútorná okružná,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Plášťovce,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Topoľníky Aszód EMEP,*,*,*,*,x,*,*,x,*
2023-02-02 10:06:01.698695,Senica Hviezdoslavova,*,*,x,*,x,x,x,x,x
2023-02-02 10:06:01.698695,Trnava Kollárova,*,*,x,x,*,*,*,*,x
2023-02-02 10:06:01.698695,Sereď Vinárska,*,*,x,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Trenčín Hasičská,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Púchov 1. mája,*,*,x,*,*,*,*,x,x
2023-02-02 10:06:01.698695,Bystričany Rozvodňa SSE,*,*,x,*,x,x,x,x,x
2023-02-02 10:06:01.698695,Handlová Morovianska cesta,*,*,x,*,x,x,x,x,x
2023-02-02 10:06:01.698695,Prievidza Malonecpalská,*,*,*,*,x,*,*,x,x
2023-02-02 10:06:01.698695,Žarnovica Dolná,*,*,x,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Žiar nad Hronom Jilemnického,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Zvolen J. Alexyho,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Banská Bystrica Štefánikovo nábrežie,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Banská Bystrica Zelená,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Lučenec Gemerská cesta,*,*,*,x,*,*,*,*,x
2023-02-02 10:06:01.698695,Hnúšťa Hlavná,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Jelšava Jesenského,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Žilina Obežná,*,*,*,x,*,*,*,x,x
2023-02-02 10:06:01.698695,Oščadnica,*,*,*,*,x,*,*,x,x
2023-02-02 10:06:01.698695,Martin Jesenského,*,*,x,x,*,*,*,*,x
2023-02-02 10:06:01.698695,Ružomberok Riadok,*,*,*,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Chopok EMEP,x,x,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Liptovský Mikuláš Školská,*,*,x,*,x,*,*,x,x
2023-02-02 10:06:01.698695,Košice Ďumbierska,x,x,*,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Košice Amurská,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Košice Štefánikova,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Veľká Ida Letná,*,*,x,x,*,x,x,x,x
2023-02-02 10:06:01.698695,Strážske Mierová,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Trebišov T. G. Masaryka,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Krompachy SNP,*,*,x,*,*,*,*,*,x
2023-02-02 10:06:01.698695,Poprad Železničná,*,*,x,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Stará Lesná AÚ SAV EMEP,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Gánovce Meteo. st,x,x,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Prešov Arm. gen. L. Svobodu,*,*,x,x,*,*,*,*,x
2023-02-02 10:06:01.698695,Humenné Nám. slobody,*,*,*,x,x,*,*,x,x
2023-02-02 10:06:01.698695,Starina Vodná nádrž EMEP,x,x,*,x,x,*,*,x,*
2023-02-02 10:06:01.698695,Kolonické sedlo,*,*,x,x,x,x,x,x,x
2023-02-02 10:06:01.698695,Vranov nad Top. M. R. Štefánika,*,*,x,*,x,x,x,x,x
2023-02-02 10:06:01.698695,Bardejov Pod Vinbargom,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Bratislava Kamenné nám.,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Bratislava Trnavské Mýto,*,*,x,x,*,*,*,*,x
2023-02-02 11:06:02.351303,Bratislava Jeséniova,*,*,*,*,x,*,*,x,x
2023-02-02 11:06:02.351303,Bratislava Mamateyova,*,*,*,*,x,*,*,x,x
2023-02-02 11:06:02.351303,Bratislava Púchovská,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Bratislava Padlých hrdinov mobilná AMS,*,*,x,x,*,*,*,x,x
2023-02-02 11:06:02.351303,Rovinka mobilná AMS,*,x,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Pezinok Obrancov mieru,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Rohožník Senická,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Senec Boldocká,*,*,*,x,*,*,*,x,x
2023-02-02 11:06:02.351303,Nitra Janíkovce,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Nitra Štúrova,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Komárno Vnútorná okružná,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Plášťovce,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Topoľníky Aszód EMEP,*,*,*,*,x,*,*,x,*
2023-02-02 11:06:02.351303,Senica Hviezdoslavova,*,*,x,*,x,x,x,x,x
2023-02-02 11:06:02.351303,Trnava Kollárova,*,*,x,x,*,*,*,*,x
2023-02-02 11:06:02.351303,Sereď Vinárska,*,*,x,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Trenčín Hasičská,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Púchov 1. mája,*,*,x,*,*,*,*,x,x
2023-02-02 11:06:02.351303,Bystričany Rozvodňa SSE,*,*,x,*,x,x,x,x,x
2023-02-02 11:06:02.351303,Handlová Morovianska cesta,*,*,x,*,x,x,x,x,x
2023-02-02 11:06:02.351303,Prievidza Malonecpalská,*,*,*,*,x,*,*,x,x
2023-02-02 11:06:02.351303,Žarnovica Dolná,*,*,x,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Žiar nad Hronom Jilemnického,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Zvolen J. Alexyho,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Banská Bystrica Štefánikovo nábrežie,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Banská Bystrica Zelená,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Lučenec Gemerská cesta,*,*,*,x,*,*,*,*,x
2023-02-02 11:06:02.351303,Hnúšťa Hlavná,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Jelšava Jesenského,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Žilina Obežná,*,*,*,x,*,*,*,x,x
2023-02-02 11:06:02.351303,Oščadnica,*,*,*,*,x,*,*,x,x
2023-02-02 11:06:02.351303,Martin Jesenského,*,*,x,x,*,*,*,*,x
2023-02-02 11:06:02.351303,Ružomberok Riadok,*,*,*,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Chopok EMEP,x,x,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Liptovský Mikuláš Školská,*,*,x,*,x,*,*,x,x
2023-02-02 11:06:02.351303,Košice Ďumbierska,x,x,*,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Košice Amurská,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Košice Štefánikova,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Veľká Ida Letná,*,*,x,x,*,x,x,x,x
2023-02-02 11:06:02.351303,Strážske Mierová,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Trebišov T. G. Masaryka,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Krompachy SNP,*,*,x,*,*,*,*,*,x
2023-02-02 11:06:02.351303,Poprad Železničná,*,*,x,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Stará Lesná AÚ SAV EMEP,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Gánovce Meteo. st,x,x,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Prešov Arm. gen. L. Svobodu,*,*,x,x,*,*,*,*,x
2023-02-02 11:06:02.351303,Humenné Nám. slobody,*,*,*,x,x,*,*,x,x
2023-02-02 11:06:02.351303,Starina Vodná nádrž EMEP,x,x,*,x,x,*,*,x,*
2023-02-02 11:06:02.351303,Kolonické sedlo,*,*,x,x,x,x,x,x,x
2023-02-02 11:06:02.351303,Vranov nad Top. M. R. Štefánika,*,*,x,*,x,x,x,x,x
2023-02-02 11:06:02.351303,Bardejov Pod Vinbargom,*,*,*,x,x,*,*,x,x
2023-02-02 12:06:01.972220,Bratislava Kamenné nám.,6,PDL,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Bratislava Trnavské Mýto,12,2,x,x,224,30,73,0.1,x
2023-02-02 12:06:01.972220,Bratislava Jeséniova,4,3,63,2,x,9,11,x,x
2023-02-02 12:06:01.972220,Bratislava Mamateyova,*,*,*,*,x,*,*,x,x
2023-02-02 12:06:01.972220,Bratislava Púchovská,5,4,x,2,184,7,9,0.1,x
2023-02-02 12:06:01.972220,Bratislava Padlých hrdinov mobilná AMS,6,8,x,x,PDL,14,22,x,x
2023-02-02 12:06:01.972220,Rovinka mobilná AMS,3,x,x,1,164,*,*,0.8,x
2023-02-02 12:06:01.972220,Pezinok Obrancov mieru,1,3,64,x,x,4,6,x,x
2023-02-02 12:06:01.972220,Rohožník Senická,5,5,x,12,807,10,15,0.5,x
2023-02-02 12:06:01.972220,Senec Boldocká,9,5,56,x,211,15,32,x,x
2023-02-02 12:06:01.972220,Nitra Janíkovce,8,1,65,x,x,8,10,x,x
2023-02-02 12:06:01.972220,Nitra Štúrova,*,*,x,*,*,*,*,*,x
2023-02-02 12:06:01.972220,Komárno Vnútorná okružná,4,1,58,x,x,10,12,x,x
2023-02-02 12:06:01.972220,Plášťovce,6,5,55,x,x,*,*,x,x
2023-02-02 12:06:01.972220,Topoľníky Aszód EMEP,4,2,62,PDL,x,6,6,x,*
2023-02-02 12:06:01.972220,Senica Hviezdoslavova,*,*,x,*,x,x,x,x,x
2023-02-02 12:06:01.972220,Trnava Kollárova,*,*,x,x,*,*,*,*,x
2023-02-02 12:06:01.972220,Sereď Vinárska,10,2,x,x,x,7,11,x,x
2023-02-02 12:06:01.972220,Trenčín Hasičská,11,4,x,11,253,35,62,0.4,x
2023-02-02 12:06:01.972220,Púchov 1. mája,6,4,x,3,182,6,7,x,x
2023-02-02 12:06:01.972220,Bystričany Rozvodňa SSE,6,4,x,44,x,x,x,x,x
2023-02-02 12:06:01.972220,Handlová Morovianska cesta,*,*,x,*,x,x,x,x,x
2023-02-02 12:06:01.972220,Prievidza Malonecpalská,7,3,39,27,x,24,34,x,x
2023-02-02 12:06:01.972220,Žarnovica Dolná,5,8,x,x,x,8,12,x,x
2023-02-02 12:06:01.972220,Žiar nad Hronom Jilemnického,10,4,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Zvolen J. Alexyho,*,*,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Banská Bystrica Štefánikovo nábrežie,7,PDL,x,*,603,16,45,0.3,x
2023-02-02 12:06:01.972220,Banská Bystrica Zelená,PDL,1,*,x,x,3,5,x,x
2023-02-02 12:06:01.972220,Lučenec Gemerská cesta,5,5,55,x,222,11,16,0.2,x
2023-02-02 12:06:01.972220,Hnúšťa Hlavná,12,9,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Jelšava Jesenského,55,44,*,x,x,18,39,x,x
2023-02-02 12:06:01.972220,Žilina Obežná,9,4,52,x,199,14,20,x,x
2023-02-02 12:06:01.972220,Oščadnica,10,4,63,4,x,4,6,x,x
2023-02-02 12:06:01.972220,Martin Jesenského,*,*,x,x,*,*,*,*,x
2023-02-02 12:06:01.972220,Ružomberok Riadok,9,5,46,5,478,18,35,1.3,x
2023-02-02 12:06:01.972220,Chopok EMEP,x,x,68,x,x,PDL,2,x,x
2023-02-02 12:06:01.972220,Liptovský Mikuláš Školská,*,5,x,3,x,12,19,x,x
2023-02-02 12:06:01.972220,Košice Ďumbierska,x,x,30,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Košice Amurská,19,14,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Košice Štefánikova,*,*,x,*,*,*,*,*,x
2023-02-02 12:06:01.972220,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-02-02 12:06:01.972220,Veľká Ida Letná,7,3,x,x,255,x,x,x,x
2023-02-02 12:06:01.972220,Strážske Mierová,16,14,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Trebišov T. G. Masaryka,12,9,56,x,x,9,17,x,x
2023-02-02 12:06:01.972220,Krompachy SNP,61,65,x,12,751,38,79,3.9,x
2023-02-02 12:06:01.972220,Poprad Železničná,2,2,x,x,x,*,*,x,x
2023-02-02 12:06:01.972220,Stará Lesná AÚ SAV EMEP,6,2,58,x,x,5,6,x,x
2023-02-02 12:06:01.972220,Gánovce Meteo. st,x,x,*,x,x,2,5,x,x
2023-02-02 12:06:01.972220,Prešov Arm. gen. L. Svobodu,22,17,x,x,560,54,175,0.9,x
2023-02-02 12:06:01.972220,Humenné Nám. slobody,31,46,25,x,x,27,54,x,x
2023-02-02 12:06:01.972220,Starina Vodná nádrž EMEP,x,x,*,x,x,*,*,x,*
2023-02-02 12:06:01.972220,Kolonické sedlo,*,*,x,x,x,x,x,x,x
2023-02-02 12:06:01.972220,Vranov nad Top. M. R. Štefánika,18,19,x,6,x,x,x,x,x
2023-02-02 12:06:01.972220,Bardejov Pod Vinbargom,41,38,29,x,x,29,62,x,x
2023-02-02 13:06:03.625681,Bratislava Kamenné nám.,9,6,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Bratislava Trnavské Mýto,14,6,x,x,220,24,58,0.1,x
2023-02-02 13:06:03.625681,Bratislava Jeséniova,6,6,61,2,x,10,12,x,x
2023-02-02 13:06:03.625681,Bratislava Mamateyova,5,3,*,*,x,10,11,x,x
2023-02-02 13:06:03.625681,Bratislava Púchovská,9,PDL,x,2,183,7,9,0.1,x
2023-02-02 13:06:03.625681,Bratislava Padlých hrdinov mobilná AMS,8,6,x,x,PDL,14,21,x,x
2023-02-02 13:06:03.625681,Rovinka mobilná AMS,7,x,x,1,163,*,*,0.8,x
2023-02-02 13:06:03.625681,Pezinok Obrancov mieru,2,2,65,x,x,4,6,x,x
2023-02-02 13:06:03.625681,Rohožník Senická,5,5,x,12,825,9,15,0.5,x
2023-02-02 13:06:03.625681,Senec Boldocká,12,5,56,x,209,15,37,x,x
2023-02-02 13:06:03.625681,Nitra Janíkovce,4,PDL,70,x,x,5,7,x,x
2023-02-02 13:06:03.625681,Nitra Štúrova,16,7,x,3,141,PDL,13,0.1,x
2023-02-02 13:06:03.625681,Komárno Vnútorná okružná,5,PDL,60,x,x,9,10,x,x
2023-02-02 13:06:03.625681,Plášťovce,5,8,56,x,x,*,*,x,x
2023-02-02 13:06:03.625681,Topoľníky Aszód EMEP,6,PDL,66,1,x,5,5,x,*
2023-02-02 13:06:03.625681,Senica Hviezdoslavova,12,5,x,9,x,x,x,x,x
2023-02-02 13:06:03.625681,Trnava Kollárova,10,2,x,x,222,18,40,0.3,x
2023-02-02 13:06:03.625681,Sereď Vinárska,3,PDL,x,x,x,8,14,x,x
2023-02-02 13:06:03.625681,Trenčín Hasičská,15,3,x,11,264,35,64,0.4,x
2023-02-02 13:06:03.625681,Púchov 1. mája,7,6,x,3,180,5,6,x,x
2023-02-02 13:06:03.625681,Bystričany Rozvodňa SSE,6,2,x,43,x,x,x,x,x
2023-02-02 13:06:03.625681,Handlová Morovianska cesta,*,*,x,*,x,x,x,x,x
2023-02-02 13:06:03.625681,Prievidza Malonecpalská,5,4,44,27,x,19,28,x,x
2023-02-02 13:06:03.625681,Žarnovica Dolná,9,7,x,x,x,7,11,x,x
2023-02-02 13:06:03.625681,Žiar nad Hronom Jilemnického,11,5,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Zvolen J. Alexyho,*,*,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Banská Bystrica Štefánikovo nábrežie,5,2,x,6,616,22,54,0.3,x
2023-02-02 13:06:03.625681,Banská Bystrica Zelená,2,1,*,x,x,3,4,x,x
2023-02-02 13:06:03.625681,Lučenec Gemerská cesta,9,7,60,x,211,9,13,0.2,x
2023-02-02 13:06:03.625681,Hnúšťa Hlavná,2,4,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Jelšava Jesenského,23,20,*,x,x,9,18,x,x
2023-02-02 13:06:03.625681,Žilina Obežná,8,2,*,x,204,12,18,x,x
2023-02-02 13:06:03.625681,Oščadnica,8,6,61,4,x,5,7,x,x
2023-02-02 13:06:03.625681,Martin Jesenského,14,7,x,x,442,16,28,0.5,x
2023-02-02 13:06:03.625681,Ružomberok Riadok,6,4,50,4,416,12,23,0.7,x
2023-02-02 13:06:03.625681,Chopok EMEP,x,x,68,x,x,PDL,2,x,x
2023-02-02 13:06:03.625681,Liptovský Mikuláš Školská,5,5,x,4,x,11,16,x,x
2023-02-02 13:06:03.625681,Košice Ďumbierska,x,x,56,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Košice Amurská,11,9,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Košice Štefánikova,32,17,x,10,566,23,45,0.7,x
2023-02-02 13:06:03.625681,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-02-02 13:06:03.625681,Veľká Ida Letná,3,PDL,x,x,248,x,x,x,x
2023-02-02 13:06:03.625681,Strážske Mierová,16,14,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Trebišov T. G. Masaryka,6,6,65,x,x,5,11,x,x
2023-02-02 13:06:03.625681,Krompachy SNP,47,50,x,11,599,47,100,2.5,x
2023-02-02 13:06:03.625681,Poprad Železničná,5,6,x,x,x,9,19,x,x
2023-02-02 13:06:03.625681,Stará Lesná AÚ SAV EMEP,6,6,58,x,x,4,6,x,x
2023-02-02 13:06:03.625681,Gánovce Meteo. st,x,x,*,x,x,2,4,x,x
2023-02-02 13:06:03.625681,Prešov Arm. gen. L. Svobodu,21,15,x,x,*,45,138,0.7,x
2023-02-02 13:06:03.625681,Humenné Nám. slobody,24,39,44,x,x,14,20,x,x
2023-02-02 13:06:03.625681,Starina Vodná nádrž EMEP,x,x,*,x,x,*,*,x,*
2023-02-02 13:06:03.625681,Kolonické sedlo,*,*,x,x,x,x,x,x,x
2023-02-02 13:06:03.625681,Vranov nad Top. M. R. Štefánika,20,20,x,7,x,x,x,x,x
2023-02-02 13:06:03.625681,Bardejov Pod Vinbargom,15,10,64,x,x,6,8,x,x
2023-02-02 14:06:02.502983,Bratislava Kamenné nám.,8,4,x,x,x,x,x,x,x
2023-02-02 14:06:02.502983,Bratislava Trnavské Mýto,12,4,x,x,*,28,68,0.1,x
2023-02-02 14:06:02.502983,Bratislava Jeséniova,5,4,61,2,x,10,12,x,x
2023-02-02 14:06:02.502983,Bratislava Mamateyova,9,2,62,4,x,9,9,x,x
2023-02-02 14:06:02.502983,Bratislava Púchovská,6,2,x,2,179,8,9,0.1,x
2023-02-02 14:06:02.502983,Bratislava Padlých hrdinov mobilná AMS,9,6,x,x,PDL,14,21,x,x
2023-02-02 14:06:02.502983,Rovinka mobilná AMS,9,x,x,1,163,*,*,0.7,x
2023-02-02 14:06:02.502983,Pezinok Obrancov mieru,3,PDL,64,x,x,5,6,x,x
2023-02-02 14:06:02.502983,Rohožník Senická,9,6,x,11,788,10,18,0.6,x
2023-02-02 14:06:02.502983,Senec Boldocká,13,6,56,x,208,15,35,x,x
2023-02-02 14:06:02.502983,Nitra Janíkovce,4,2,69,x,x,5,7,x,x
2023-02-02 14:06:02.502983,Nitra Štúrova,16,4,x,3,147,PDL,12,0.1,x
2023-02-02 14:06:02.502983,Komárno Vnútorná okružná,2,PDL,59,x,x,10,11,x,x
2023-02-02 14:06:02.502983,Plášťovce,4,7,59,x,x,*,*,x,x
2023-02-02 14:06:02.502983,Topoľníky Aszód EMEP,10,PDL,65,PDL,x,5,5,x,*
2023-02-02 14:06:02.502983,Senica Hviezdoslavova,10,3,x,9,x,x,x,x,x
2023-02-02 14:06:02.502983,Trnava Kollárova,10,1,x,x,238,15,34,0.3,x
2023-02-02 14:06:02.502983,Sereď Vinárska,4,5,x,x,x,8,12,x,x
2023-02-02 14:06:02.502983,Trenčín Hasičská,19,3,x,11,235,*,*,0.4,x
2023-02-02 14:06:02.502983,Púchov 1. mája,11,7,x,3,172,6,7,x,x
2023-02-02 14:06:02.502983,Bystričany Rozvodňa SSE,6,2,x,47,x,x,x,x,x
2023-02-02 14:06:02.502983,Handlová Morovianska cesta,*,*,x,*,x,x,x,x,x
2023-02-02 14:06:02.502983,Prievidza Malonecpalská,8,3,41,26,x,25,41,x,x
2023-02-02 14:06:02.502983,Žarnovica Dolná,5,6,x,x,x,10,13,x,x
2023-02-02 14:06:02.502983,Žiar nad Hronom Jilemnického,10,3,x,x,x,x,x,x,x
2023-02-02 14:06:02.502983,Zvolen J. Alexyho,2,*,x,x,x,x,x,x,x
2023-02-02 14:06:02.502983,Banská Bystrica Štefánikovo nábrežie,7,3,x,7,*,25,71,0.4,x
2023-02-02 14:06:02.502983,Banská Bystrica Zelená,4,PDL,*,x,x,3,4,x,x
2023-02-02 14:06:02.502983,Lučenec Gemerská cesta,17,11,60,x,205,9,12,0.2,x
2023-02-02 14:06:02.502983,Hnúšťa Hlavná,2,4,x,x,x,x,x,x,x
2023-02-02 14:06:02.502983,Jelšava Jesenského,17,15,*,x,x,6,13,x,x
2023-02-02 14:06:02.502983,Žilina Obežná,7,3,52,x,199,12,17,x,x
2023-02-02 14:06:02.502983,Oščadnica,7,5,62,4,x,6,8,x,x
2023-02-02 14:06:02.502983,Martin Jesenského,14,7,x,x,474,22,42,0.4,x
2023-02-02 14:06:02.502983,Ružomberok Riadok,6,5,*,4,417,11,22,0.6,x
2023-02-02 14:06:02.502983,Chopok EMEP,x,x,68,x,x,1,2,x,x
2023-02-02 14:06:02.502983,Liptovský Mikuláš Školská,*,4,x,3,x,11,16,x,x
2023-02-02 14:06:02.502983,Košice Ďumbierska,x,x,62,x,x,x,x,x,x
2023-02-02 14:06:02.502983,Košice Amurská,12,5,x,x,x,x,x,x,x
2023-02-02 14:06:02.502983,Košice Štefánikova,35,13,x,9,534,19,35,0.6,x
2023-02-02 14:06:02.502983,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-02-02 14:06:02.502983,Veľká Ida Letná,5,2,x,x,235,x,x,x,x
